@id,addr:city,addr:street,amenity,building,name,religion,type,@geometry,lon,lat,area,wikidata,wikipedia,denomination,check_date,fixme,from,public_transport:version,ref,route,to,highway,oneway,surface,maxspeed,alt_name,ele,toilets:wheelchair,wheelchair,addr:housenumber,addr:postcode,FIXME,phone,website,image,basilica,description,name:fr,name:it,landuse,opening_hours,watsan:dumping_site,watsan:location,watsan:open_defecation_area,barrier,service_times,source,addr:country,fax,building:levels,name:de,name:grc,healthcare,subdenomination,incline,service,boundary_type:ward_boundary,operational_status:electricity,polling_station,polling_station:accessibility,polling_station:election_year,polling_station:nearest_health_centre,polling_station:nearest_police_station,polling_station:registered_voters,polling_station:type_description,operator,layer,atm,brand,brand:ar,brand:en,brand:ur,brand:wikidata,name:ar,name:en,name:ur,accessibility_pwd,facility_owner,status,name:pa,contact:phone,note,media:video_device_number,media:video_number,security:description,health_facility:patients_per_day,health_facility:type,operational_status,operator:type,social_facility,notes,health_facility:referals,medical_service:general_medical_services,medical_service:outpatient,medical_staff:general_practitioner,shop,leisure,covered,accessibility,building:material,building:roof,contact:address,education:bom_employed,education:bom_how_many,education:curriculum,education:exam_affiliate,education:exam_center,education:extra_drama,education:extra_music,education:extra_scouts,education:extra_sports,education:fees_admission,education:fees_level2,education:gender_type,education:government_registered,education:management_committee,education:program_counseling,education:program_counselling,education:program_feeding,education:program_sanitary_towel,education:program_scouting,education:program_specialneeds,education:program_sports,education:pta,education:school_head,education:staff_female,education:staff_male,education:student_age_range,education:students,education:students_female,education:students_male,education:teachers,education:teachers_female,education:teachers_male,education:teachers_trained,education:teachers_tsc_registered,education:teachers_undergoing_training,education:tsc_employed,education:tsc_how_many,education:type,electricity:operational_status,image:classroom,image:compound,image:other,image:outside,media:camera_device_number,operator:name,place:village,toilet:present,contact:email,education:fees,education:program_other,education:teachers_untrained,education:fees_exam,education:fees_level1,education:fees_per_year,education:teachers_under_going_training,education:fees_level3,education:fees_lunch,education:fees_optional,education:fees_trip,education:program_special_needs,operator:description,health_facility:exam_room,medical_service:ear_nose_throat,medical_service:malaria,medical_service:minor_surgery,medical_staff:clinical_officer,medical_staff:community_pharmacist,medical_staff:counsellor,medical_staff:lab_tech,medical_staff:medical_officer,medical_staff:midwife,medical_staff:nurse,medical_staff:other,medical_staff:pharm_tech,medical_staff:pharmacist,access,hoops,sport,source_ref,email,building:blocks,building:classrooms,education:government_grants,education:nemis_code,education:num_classes,education:operate_as,education:program_feeding_description,education:program_orphans,playground,toilet:teachers,toilets,toilets:female,toilets:handwashing,toilets:male,water_source,bicycle,dog,foot,ford,horse,motor_vehicle,smoothness,stroller,width,watsan:cleaner,watsan:connection,watsan:features_per_location,watsan:handwashing,watsan:toilet_private,watsan:type,watsan:users_per_day,watsan:water_availability,watsan:water_private,addr:place,roof:colour,landuse:urban_green,natural,urban_green:cultivation,urban_green:cultivation_consumer_description,urban_green:cultivation_sale,urban_green:cultivation_supplies_purchase,urban_green:fence,urban_green:number_of_caretakers,urban_green:owner_distance,urban_green:owner_hours_week,watsan:urban_agriculture,dispensing,tourism,name:sw,wifi,boundary_type:Ward_boundary,polling_station:source,polling_station:type,designation,local_ref,contact:mobile,cost,media:camera_number,watsan:hand_washing,watsan:opening_hours,watsan:operational_status,watsan:operator,watsan:toilet_status,watsan:toilet_type,medical_service:family_planning,medical_service:pregnancy_test,toilet:arranged_name,barrier:gate,education:extra_scouts:girl_guide,education:fees_per_term,education:supported_by,start_date,toilets:teachers,waste:garbage_disposal,watsan:availability,protected,safe_place:acessible,safe_place:church,safe_place:compound,safe_place:protected,safe_place:mosque,fireplace,contact:website,automated,self_service,community,community:en,community:gender,education:mean_score,image:sign_post,education:extra_other,education:fees_other,barrier:security_fence,education:extra_nature_club,education:extra_scouts/girl_guide,education:sponsored_by,government:registered,playground:arranged_name,room:staff,condition,operator:funding,bus,public_transport,beds,charge,drinking_water,fee,operational_status:availability,disused:amenity,toilets:num_chambers,watsan:bathroom,watsan:sanitary_bin,grades,toilets:position,boundary_type:Constituency_boundary,polling_station:Election_year,registered_voters,bench,bin,lit,shelter,internet_access,payment:cards,payment:credit_cards,payment:debit_cards,altitude,precision,outdoor_seating,payment:cash,man_made,addr:constituency,addr:district,addr:division,addr:location,isced:level,note:code,school:gender,capacity,gender,addr:county
way/93706434,,Jahmuri Road,place_of_worship,yes,Nairobi Chapel Ngong Road,christian,,center,36.7545865,-1.3053596,,,,,,,,,,,,,,,,,,,,,,,+254 725650737,https://nairobichapelngongroad.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/95061977,,,place_of_worship,yes,Main prayer hall,muslim,,center,36.8479293,-1.2651326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/95061984,Nairobi,Eastleigh 1st Avenue,place_of_worship,yes,St.Teresa Catholic Church,christian,,center,36.847387,-1.2672829,,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/95792151,Nairobi,Nyeri Road,place_of_worship,yes,Holy Trinity Catholic Church Kileleshwa,christian,,center,36.7804124,-1.2823027,,,,catholic,4/18/2023,,,,,,,,,,,,,,,27,,religion?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/95792156,Nairobi,Nyeri Road,parking,,Holy Trinity Catholic Church Car Park,,,center,36.780211,-1.2823063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/96051625,,,place_of_worship,yes,St Paul Catholic Church,christian,,center,36.8634464,-1.2616941,,,,catholic,,,,,,,,,,,,,,,,,,,,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1590485990406.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/97074487,,,place_of_worship,,Faith Home Of Kenya,christian,,center,36.8782851,-1.2535902,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/101814681,Nairobi,City Hall Way,place_of_worship,church,Holy Family Basilica,christian,,center,36.8207361,-1.2872205,,Q4451415,,catholic,,,,,,,,,,,,,,,,,,,,,,minor,Catholic Church,Basilique de la Sainte-Famille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/101814712,Nairobi,Cardinal Otunga Street,school,yes,Catholic Parochial School,,,center,36.8199295,-1.2872463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholic Parochial School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/104640403,,,,,Catholic Church,,,center,36.8634076,-1.2620411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landfill,"05:00-06:00,19:00-22:00",yes,church,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/105268971,Nairobi,Kenyatta Avenue,place_of_worship,yes,All Saints Cathedral,christian,,center,36.8135082,-1.2893364,,Q85740870,"en:All Saints' Cathedral, Nairobi",anglican,4/15/2023,,,,,,,,,,,,,,,,"P.O Box 40539 Nairobi, Nairobi City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/106302294,Nairobi,Ngong Road,place_of_worship,yes,Nairobi Baptist Church,christian,,center,36.8006812,-1.2977603,,,,baptist,5/2/2023,,,,,,,,,,,,,,,,"P.O.Box 44128, Nairobi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/107279831,Nairobi,Mbagathi Way,place_of_worship,yes,Saint Lukes,christian,,center,36.8033241,-1.307127,,,,catholic,5/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/110887731,Nairobi,Mbagathi Way,place_of_worship,yes,Madina Centre Mosque Nairobi,muslim,,center,36.8020576,-1.302982,,,,,5/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/123253451,Nairobi,Uyoma Street,,yes,Cutchi Gujarati Hindu Union Primary School,,,center,36.8291464,-1.2854119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/123255721,Nairobi,Uyoma Street,,yes,Cutchi Gujarati Hindu Union Primary School,,,center,36.8293776,-1.2851498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/125334580,Nairobi,5th Avenue Ngong,place_of_worship,yes,Newlife SDA Church,christian,,center,36.8078312,-1.2944671,,,,seventh_day_adventist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/125334588,Nairobi,5th Avenue Ngong,restaurant,yes,New Life SDA Cafe,,,center,36.8080679,-1.2946012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/125643479,,,,,Temple Road,,,center,36.830309,-1.2854986,,,,,,,,,,,,unclassified,yes,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/125643480,,,,,Temple Lane,,,center,36.8301973,-1.2850708,,,,,,,,,,,,unclassified,yes,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/128058303,Nairobi,Ngara Road,place_of_worship,yes,Hare Krishna Temple,hindu,,center,36.8180793,-1.2734834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129001264,Nairobi,Forest Lane,,church,Jubilee Christian Church,,,center,36.8241189,-1.2695686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129299039,Nairobi,Kolobot Road,place_of_worship,yes,Jain Shwetamber Munisuvratswami Temple,hindu,,center,36.8192176,-1.2708078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129299050,Nairobi,Oshwal Road,place_of_worship,yes,Mahajanwadi Temple.,hindu,,center,36.8194314,-1.2703421,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129323640,Nairobi,Jogoo Road,,church,Our Lady Of Visitation Catholic Church,,,center,36.8617476,-1.295795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129379381,,,place_of_worship,yes,"Sikh Temple,Pangani",sikh,,center,36.833467,-1.2693826,,,,,5/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129379396,,,place_of_worship,yes,"Sikh Temple,Pangani",sikh,,center,36.8336745,-1.2691401,,,,,5/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129380490,Nairobi,Murang'a Road,place_of_worship,yes,Nairobi Headquarters Jamatkhana,,,center,36.8332628,-1.2676546,,,,,5/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129410066,Nairobi,Desai Road,place_of_worship,yes,Shree Lohana Mahajan Mandal,hindu,,center,36.8290028,-1.2700559,,,,,5/11/2023,,,,,,,,,,,,,,,"Opposite Gymkhana Desai Road, Nairobi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/129466139,,,place_of_worship,yes,Shree Vishwakarma Mandir Nairobi,hindu,,center,36.8188796,-1.2722585,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/130049510,Nairobi,Likoni Road,place_of_worship,yes,Makongeni Seventh Day Adventist Church,christian,,center,36.8544152,-1.2992885,,,,seventh_day_adventist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
